,Name,Sex,Age,Team,Games,Year,Season,Sport,Medal
2506,Riaz Ahmed,M,27.0,Pakistan,1968 Summer,1968,Summer,Hockey,3
2507,Riaz Ahmed,M,30.0,Pakistan,1972 Summer,1972,Summer,Hockey,2
2511,Shahbaz Ahmed,M,23.0,Pakistan,1992 Summer,1992,Summer,Hockey,1
2532,Arthur Ahnger,M,26.0,Lucky Girl-1,1912 Summer,1912,Summer,Sailing,1
2557,Janne Petteri Ahonen,M,24.0,Finland,2002 Winter,2002,Winter,Ski Jumping,2
2560,Janne Petteri Ahonen,M,28.0,Finland,2006 Winter,2006,Winter,Ski Jumping,2
2576,Peter Ahrendt,M,30.0,Mutafo,1964 Summer,1964,Summer,Sailing,2
2577,Brigitte Ahrenholz,F,23.0,East Germany,1976 Summer,1976,Summer,Rowing,3
2579,"Christian ""Chris"" Ahrens",M,28.0,United States,2004 Summer,2004,Summer,Rowing,3
2584,Marlene Ahrens Ostertag (-Ebensperger),F,23.0,Chile,1956 Summer,1956,Summer,Athletics,2
2587,Thomas Ahrens,M,16.0,Germany,1964 Summer,1964,Summer,Rowing,2
2615,Matteo Aicardi,M,26.0,Italy,2012 Summer,2012,Summer,Water Polo,2
2616,Matteo Aicardi,M,30.0,Italy,2016 Summer,2016,Summer,Water Polo,1
2618,Mara Magdalena Aicega Amicarelli,F,26.0,Argentina,2000 Summer,2000,Summer,Hockey,2
2619,Mara Magdalena Aicega Amicarelli,F,30.0,Argentina,2004 Summer,2004,Summer,Hockey,1
2620,Mara Magdalena Aicega Amicarelli,F,34.0,Argentina,2008 Summer,2008,Summer,Hockey,1
2622,Hans Aichele,M,24.0,Switzerland-1,1936 Winter,1936,Winter,Bobsleigh,2
2635,Rosaria Aiello,F,27.0,Italy,2016 Summer,2016,Summer,Water Polo,2
2637,Franz Aigner,M,32.0,Austria,1924 Summer,1924,Summer,Weightlifting,2
2638,Hannes Aigner,M,23.0,Germany,2012 Summer,2012,Summer,Canoeing,1
2645,Nobuyuki Aihara,M,21.0,Japan,1956 Summer,1956,Summer,Gymnastics,2
2646,Nobuyuki Aihara,M,21.0,Japan,1956 Summer,1956,Summer,Gymnastics,2
2653,Nobuyuki Aihara,M,25.0,Japan,1960 Summer,1960,Summer,Gymnastics,3
2654,Nobuyuki Aihara,M,25.0,Japan,1960 Summer,1960,Summer,Gymnastics,3
2663,Yutaka Aihara,M,21.0,Japan,1992 Summer,1992,Summer,Gymnastics,1
2672,Ryoji Aikawa,M,28.0,Japan,2004 Summer,2004,Summer,Baseball,1
2674,Alexander Michael Hirst Aikman,M,23.0,Australia,1956 Summer,1956,Summer,Rowing,1
2688,"Charles Benedict ""Ben"" Ainslie",M,19.0,Great Britain,1996 Summer,1996,Summer,Sailing,2
2689,"Charles Benedict ""Ben"" Ainslie",M,23.0,Great Britain,2000 Summer,2000,Summer,Sailing,3
2690,"Charles Benedict ""Ben"" Ainslie",M,27.0,Great Britain,2004 Summer,2004,Summer,Sailing,3
2691,"Charles Benedict ""Ben"" Ainslie",M,31.0,Great Britain,2008 Summer,2008,Summer,Sailing,3
2692,"Charles Benedict ""Ben"" Ainslie",M,35.0,Great Britain,2012 Summer,2012,Summer,Sailing,3
2696,Kurt Harold Ainsworth,M,22.0,United States,2000 Summer,2000,Summer,Baseball,3
2700,John Creyghton Ainsworth-Davis,M,25.0,Great Britain,1920 Summer,1920,Summer,Athletics,3
2715,Robin Allingham Aisher,M,34.0,Great Britain,1968 Summer,1968,Summer,Sailing,1
2748,"Gordon ""Gord"" Aitchison",M,27.0,Canada,1936 Summer,1936,Summer,Basketball,2
2749,Frances Helen Aitchison (-Leisk),F,30.0,Great Britain-1,1912 Summer,1912,Summer,Tennis,2
2753,Brett Aitken,M,21.0,Australia,1992 Summer,1992,Summer,Cycling,2
2754,Brett Aitken,M,25.0,Australia,1996 Summer,1996,Summer,Cycling,1
2756,Brett Aitken,M,29.0,Australia,2000 Summer,2000,Summer,Cycling,3
2761,Vladimir Atoff,M,20.0,Union des Socits Franais de Sports Athletiques,1900 Summer,1900,Summer,Rugby,3
2772,Artur Surenovych Aivazian,M,35.0,Ukraine,2008 Summer,2008,Summer,Shooting,3
2787,Eirini Andili,F,17.0,Greece,2000 Summer,2000,Summer,Rhythmic Gymnastics,1
2795,"Oluwafemi ""Junior"" Ajayi",M,20.0,Nigeria,2016 Summer,2016,Summer,Football,1
2798,Omar Ajete Iglesias,M,27.0,Cuba,1992 Summer,1992,Summer,Baseball,3
2799,Omar Ajete Iglesias,M,31.0,Cuba,1996 Summer,1996,Summer,Baseball,3
2800,Omar Ajete Iglesias,M,35.0,Cuba,2000 Summer,2000,Summer,Baseball,2
2802,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23.0,Nigeria,2008 Summer,2008,Summer,Football,2
2810,Mobolade Abimbola Ajomale,M,20.0,Canada,2016 Summer,2016,Summer,Athletics,1
2815,Chioma Ajunwa (-Opara),F,24.0,Nigeria,1996 Summer,1996,Summer,Athletics,3
2826,Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,Great Britain,1984 Summer,1984,Summer,Athletics,2
2829,Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,Great Britain,1992 Summer,1992,Summer,Athletics,1
2830,Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,Great Britain,1992 Summer,1992,Summer,Athletics,1
2838,Kosei Akaishi,M,19.0,Japan,1984 Summer,1984,Summer,Wrestling,2
2840,Kosei Akaishi,M,27.0,Japan,1992 Summer,1992,Summer,Wrestling,1
2846,Nasuh Akar,M,23.0,Turkey,1948 Summer,1948,Summer,Wrestling,3
2848,Yuichi Akasaka,M,24.0,Japan,1992 Winter,1992,Winter,Short Track Speed Skating,1
2869,Hseyin Akba,M,,Turkey,1956 Summer,1956,Summer,Wrestling,1
2871,Hseyin Akba,M,,Turkey,1964 Summer,1964,Summer,Wrestling,2
2880,Vehbi Akda,M,23.0,Turkey,1972 Summer,1972,Summer,Wrestling,2
2904,Ernst Gunnar kerlund,M,24.0,Sweden,1948 Summer,1948,Summer,Canoeing,3
2905,Ernst Gunnar kerlund,M,28.0,Sweden,1952 Summer,1952,Summer,Canoeing,2
2906,Olle Erik Curys kerlund,M,20.0,Bissbi,1932 Summer,1932,Summer,Sailing,3
2911,Michelle Anne Akers,F,30.0,United States,1996 Summer,1996,Summer,Football,3
2926,Taha Akgl,M,25.0,Turkey,2016 Summer,2016,Summer,Wrestling,3
2929,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18.0,Soviet Union,1980 Summer,1980,Summer,Volleyball,3
2934,Albina Khamitovna Akhatova,F,21.0,Russia,1998 Winter,1998,Winter,Biathlon,2
2936,Albina Khamitovna Akhatova,F,25.0,Russia,2002 Winter,2002,Winter,Biathlon,1
2938,Albina Khamitovna Akhatova,F,29.0,Russia,2006 Winter,2006,Winter,Biathlon,1
2940,Albina Khamitovna Akhatova,F,29.0,Russia,2006 Winter,2006,Winter,Biathlon,1
2941,Albina Khamitovna Akhatova,F,29.0,Russia,2006 Winter,2006,Winter,Biathlon,3
2955,Murodzhon Kakharovich Akhmadaliyev,M,21.0,Uzbekistan,2016 Summer,2016,Summer,Boxing,1
2961,Artur Kamilevich Akhmatkhuzin,M,28.0,Russia,2016 Summer,2016,Summer,Fencing,3
2962,Bakhtiyar Shakhabutdinovich Akhmedov,M,21.0,Russia,2008 Summer,2008,Summer,Wrestling,2
2965,Lyutvi Dzhiber Akhmedov,M,34.0,Bulgaria,1964 Summer,1964,Summer,Wrestling,2
2968,Leyla Begnyazovna Akhmerova,F,23.0,Soviet Union,1980 Summer,1980,Summer,Hockey,1
2978,Igor Vladimirovich Akhremchik,M,26.0,Soviet Union,1960 Summer,1960,Summer,Rowing,1
2984,Gulraiz Akhtar,M,25.0,Pakistan,1968 Summer,1968,Summer,Hockey,3
2988,Naeem Akhtar,M,23.0,Pakistan,1984 Summer,1984,Summer,Hockey,3
3005,John Akii-Bua,M,22.0,Uganda,1972 Summer,1972,Summer,Athletics,3
3011,Anatoly Ivanovich Akimov,M,24.0,Soviet Union,1972 Summer,1972,Summer,Water Polo,3
3013,Vladimir Ivanovich Akimov,M,27.0,Soviet Union,1980 Summer,1980,Summer,Water Polo,3
3020,Morolake Akinosun,F,22.0,United States,2016 Summer,2016,Summer,Athletics,3
3021,Foluke Antinuke Akinradewo,F,24.0,United States,2012 Summer,2012,Summer,Volleyball,2
3022,Foluke Antinuke Akinradewo,F,28.0,United States,2016 Summer,2016,Summer,Volleyball,1
3045,Khadzhimurat Magomedovich Akkayev,M,19.0,Russia,2004 Summer,2004,Summer,Weightlifting,2
3046,Khadzhimurat Magomedovich Akkayev,M,23.0,Russia,2008 Summer,2008,Summer,Weightlifting,1
3048,Marina Dazmirovna Akobiya,F,25.0,Russia,2000 Summer,2000,Summer,Water Polo,1
3067,Artur Vladimirovich Akoyev,M,26.0,Unified Team,1992 Summer,1992,Summer,Weightlifting,2
3070,Daniel Akpeyi,M,30.0,Nigeria,2016 Summer,2016,Summer,Football,1
3095,Monica Aksamit,F,26.0,United States,2016 Summer,2016,Summer,Fencing,1
3101,Liudmyla Vasylivna Aksenova (Shapovalova-),F,29.0,Soviet Union,1976 Summer,1976,Summer,Athletics,1
3104,Aleksandr Timofeyevich Aksinin,M,21.0,Soviet Union,1976 Summer,1976,Summer,Athletics,1
3106,Aleksandr Timofeyevich Aksinin,M,25.0,Soviet Union,1980 Summer,1980,Summer,Athletics,3
3117,Nikolay Aleksandrovich Aksyonov,M,26.0,Russia,1996 Summer,1996,Summer,Rowing,1
3126,Irina Anatolyevna Aksyonova,F,17.0,Soviet Union,1980 Summer,1980,Summer,Swimming,1
3144,Vladyslav Ivanovych Akymenko,M,23.0,Soviet Union,1976 Summer,1976,Summer,Sailing,2
3148,Naser Al Shami,M,22.0,Syria,2004 Summer,2004,Summer,Boxing,1
3223,Nasser Salih Nasser Abdullah Al-Attiya,M,41.0,Qatar,2012 Summer,2012,Summer,Shooting,1
3302,Fehaid Al-Deehani,M,33.0,Kuwait,2000 Summer,2000,Summer,Shooting,1
3304,Fehaid Al-Deehani,M,45.0,Kuwait,2012 Summer,2012,Summer,Shooting,1
3306,Fehaid Al-Deehani,M,49.0,Individual Olympic Athletes,2016 Summer,2016,Summer,Shooting,3
3354,Ramzy Al-Duhami,M,40.0,Saudi Arabia,2012 Summer,2012,Summer,Equestrianism,1
3360,Khaled Al-Eid,M,31.0,Saudi Arabia,2000 Summer,2000,Summer,Equestrianism,1
3437,Abdul Rashid Al-Hasan,M,25.0,Pakistan,1984 Summer,1984,Summer,Hockey,3
3542,Ahmed bin Hasher Al-Maktoum,M,40.0,United Arab Emirates,2004 Summer,2004,Summer,Shooting,3
3680,Abdullah Al-Rashidi,M,52.0,Individual Olympic Athletes,2016 Summer,2016,Summer,Shooting,1
3721,Prince Abdullah Bin Moteb Al-Saud,M,27.0,Saudi Arabia,2012 Summer,2012,Summer,Equestrianism,1
3772,Hadi Soua'an Al-Somaily Jaadan,M,23.0,Saudi Arabia,2000 Summer,2000,Summer,Athletics,2
3833,Marina Alabau Neira,F,26.0,Spain,2012 Summer,2012,Summer,Sailing,3
3836,Armenak Alachachyan,M,33.0,Soviet Union,1964 Summer,1964,Summer,Basketball,2
3859,Arsen Shakhlamazovich Alakhverdiyev,M,23.0,Soviet Union,1972 Summer,1972,Summer,Wrestling,2
3870,Noor Alam,M,26.0,Pakistan,1956 Summer,1956,Summer,Hockey,2
3871,Noor Alam,M,30.0,Pakistan,1960 Summer,1960,Summer,Hockey,3
3911,Vladan Alanovi,M,25.0,Croatia,1992 Summer,1992,Summer,Basketball,2
3937,Mika Antero Alatalo,M,22.0,Finland,1994 Winter,1994,Winter,Ice Hockey,1
3940,Toimi Johannes Alatalo,M,30.0,Finland,1960 Winter,1960,Winter,Cross Country Skiing,3
3965,Fabio Albarelli,M,25.0,Italy,1968 Summer,1968,Summer,Sailing,1
3969,Marco Albarello,M,31.0,Italy,1992 Winter,1992,Winter,Cross Country Skiing,2
3972,Marco Albarello,M,31.0,Italy,1992 Winter,1992,Winter,Cross Country Skiing,2
3973,Marco Albarello,M,33.0,Italy,1994 Winter,1994,Winter,Cross Country Skiing,1
3975,Marco Albarello,M,33.0,Italy,1994 Winter,1994,Winter,Cross Country Skiing,3
3978,Marco Albarello,M,37.0,Italy,1998 Winter,1998,Winter,Cross Country Skiing,2
3995,Pierre Henri Maurice Albarran,M,26.0,France-3,1920 Summer,1920,Summer,Tennis,1
4001,Ruslan Vladimirovich Albegov,M,24.0,Russia,2012 Summer,2012,Summer,Weightlifting,1
4002,David Albelda Aliqus,M,23.0,Spain,2000 Summer,2000,Summer,Football,2
4007,Reinhard Alber,M,20.0,West Germany,1984 Summer,1984,Summer,Cycling,1
4011,Alberto Alberani Samaritani,M,29.0,Italy,1976 Summer,1976,Summer,Water Polo,2
4015,A. Albert,M,,Union des Socits Franais de Sports Athletiques,1900 Summer,1900,Summer,Rugby,3
4017,Auguste Albert,M,,Martha-1,1900 Summer,1900,Summer,Sailing,2
4018,Auguste Albert,M,,Martha-1,1900 Summer,1900,Summer,Sailing,1
4025,Flrin Albert,M,18.0,Hungary,1960 Summer,1960,Summer,Football,1
4067,Nely Carla Alberto Francisca,F,29.0,Spain,2012 Summer,2012,Summer,Handball,1
4073,Georg Albert Christian Albertsen,M,30.0,Denmark,1920 Summer,1920,Summer,Gymnastics,3
4078,Ebbe Gustav Bertil Albertsson (-Andersson),M,26.0,Sweden,1948 Summer,1948,Summer,Athletics,1
4086,Abramo Albini,M,20.0,Italy,1968 Summer,1968,Summer,Rowing,1
4092,Islam-Beka Said-Tsilimovich Albiyev,M,19.0,Russia,2008 Summer,2008,Summer,Wrestling,3
4111,mile Albrecht,M,,Switzerland,1924 Summer,1924,Summer,Rowing,1
4112,mile Albrecht,M,,Switzerland,1924 Summer,1924,Summer,Rowing,3
4130,Sylvia Albrecht (-Heckendorf),F,17.0,East Germany,1980 Winter,1980,Winter,Speed Skating,1
4146,Brigitte Albrecht-Loretan,F,31.0,Switzerland,2002 Winter,2002,Winter,Cross Country Skiing,1
4151,John Robert Albrechtson,M,39.0,Sweden,1976 Summer,1976,Summer,Sailing,3
4156,"Tenley Emma Albright (-Gardiner, -Blakely)",F,16.0,United States,1952 Winter,1952,Winter,Figure Skating,2
4157,"Tenley Emma Albright (-Gardiner, -Blakely)",F,20.0,United States,1956 Winter,1956,Winter,Figure Skating,3
4158,"David Donald ""Dave"" Albritton",M,23.0,United States,1936 Summer,1936,Summer,Athletics,2
4160,Anatoly Mikhaylovich Albul,M,24.0,Soviet Union,1960 Summer,1960,Summer,Wrestling,1
4226,Aldair Nascimento dos Santos,M,30.0,Brazil,1996 Summer,1996,Summer,Football,1
4227,Andrs Aldama Cabrera,M,20.0,Cuba,1976 Summer,1976,Summer,Boxing,2
4228,Andrs Aldama Cabrera,M,24.0,Cuba,1980 Summer,1980,Summer,Boxing,3
4255,Cyril Albert Alden,M,,Great Britain,1920 Summer,1920,Summer,Cycling,2
4256,Cyril Albert Alden,M,,Great Britain,1920 Summer,1920,Summer,Cycling,2
4257,Cyril Albert Alden,M,,Great Britain,1924 Summer,1924,Summer,Cycling,2
4268,"Frederick Pitt ""Fred"" Alderman",M,22.0,United States,1928 Summer,1928,Summer,Athletics,3
4273,"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,United States,1952 Summer,1952,Summer,Swimming,1
4299,David Alegre Biosca,M,23.0,Spain,2008 Summer,2008,Summer,Hockey,2
4304,Ramn Alegre Biosca,M,27.0,Spain,2008 Summer,2008,Summer,Hockey,2
4317,Jo Qesem Ayela Aleh,F,26.0,New Zealand,2012 Summer,2012,Summer,Sailing,3
4318,Jo Qesem Ayela Aleh,F,30.0,New Zealand,2016 Summer,2016,Summer,Sailing,2
4326,Virgilijus Alekna,M,28.0,Lithuania,2000 Summer,2000,Summer,Athletics,3
4327,Virgilijus Alekna,M,32.0,Lithuania,2004 Summer,2004,Summer,Athletics,3
4328,Virgilijus Alekna,M,36.0,Lithuania,2008 Summer,2008,Summer,Athletics,1
4334,Boris Viktorovich Aleksandrov,M,20.0,Soviet Union,1976 Winter,1976,Winter,Ice Hockey,3
4360,Rumen Aleksandrov,M,20.0,Bulgaria,1980 Summer,1980,Summer,Weightlifting,2
4363,Veniamin Veniaminovich Aleksandrov,M,22.0,Soviet Union,1960 Winter,1960,Winter,Ice Hockey,1
4364,Veniamin Veniaminovich Aleksandrov,M,26.0,Soviet Union,1964 Winter,1964,Winter,Ice Hockey,3
4365,Veniamin Veniaminovich Aleksandrov,M,30.0,Soviet Union,1968 Winter,1968,Winter,Ice Hockey,3
4366,Vladimir Petrovich Aleksandrov,M,26.0,Soviet Union-2,1984 Winter,1984,Winter,Bobsleigh,1
4379,Larisa Aleksandrova-Popova,F,19.0,Soviet Union,1976 Summer,1976,Summer,Rowing,2
4380,Larisa Aleksandrova-Popova,F,23.0,Soviet Union,1980 Summer,1980,Summer,Rowing,3
4382,Artur Aleksanyan,M,20.0,Armenia,2012 Summer,2012,Summer,Wrestling,1
4383,Artur Aleksanyan,M,24.0,Armenia,2016 Summer,2016,Summer,Wrestling,3
4404,Vasily Ivanovich Alekseyev,M,30.0,Soviet Union,1972 Summer,1972,Summer,Weightlifting,3
4405,Vasily Ivanovich Alekseyev,M,34.0,Soviet Union,1976 Summer,1976,Summer,Weightlifting,3
4410,Galina Aleksandrovna Alekseyeva,F,17.0,Soviet Union,1964 Summer,1964,Summer,Diving,1
4416,Milan Aleksi,M,26.0,Serbia,2012 Summer,2012,Summer,Water Polo,1
4417,Milan Aleksi,M,30.0,Serbia,2016 Summer,2016,Summer,Water Polo,3
4457,Alessandra dos Santos de Oliveira,F,22.0,Brazil,1996 Summer,1996,Summer,Basketball,2
4458,Alessandra dos Santos de Oliveira,F,26.0,Brazil,2000 Summer,2000,Summer,Basketball,1
4471,Hugh Vincenzo Alessandroni,M,24.0,United States,1932 Summer,1932,Summer,Fencing,1
4475,Karl Theophil Christian Aletter,M,26.0,Germany,1932 Summer,1932,Summer,Rowing,2
4482,Alex Sandro Lobo Silva,M,21.0,Brazil,2012 Summer,2012,Summer,Football,2
4498,Gustav Bernhard Franck Alexander,M,26.0,Great Britain,1908 Summer,1908,Summer,Lacrosse,2
4507,Lisa Alexander,F,27.0,Canada,1996 Summer,1996,Summer,Synchronized Swimming,2
4508,Michael O'Donel Bjarne Alexander,M,24.0,Great Britain,1960 Summer,1960,Summer,Fencing,2
4524,Buffy-Lynne Alexander-Williams,F,23.0,Canada,2000 Summer,2000,Summer,Rowing,1
4555,Marc Robert Alexandre,M,24.0,France,1984 Summer,1984,Summer,Judo,1
4556,Marc Robert Alexandre,M,28.0,France,1988 Summer,1988,Summer,Judo,3
4561,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18.0,Brazil,2008 Summer,2008,Summer,Football,1
4562,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22.0,Brazil,2012 Summer,2012,Summer,Football,2
4569,Constantin Alexandru,M,26.0,Romania,1980 Summer,1980,Summer,Wrestling,2
4573,Ion Alexe,M,26.0,Romania,1972 Summer,1972,Summer,Boxing,2
4583,Vladimir Petrovich Aleynik,M,23.0,Soviet Union,1976 Summer,1976,Summer,Diving,1
4584,Vladimir Petrovich Aleynik,M,27.0,Soviet Union,1980 Summer,1980,Summer,Diving,2
4586,Yevgeny Vasilyevich Aleynikov,M,33.0,Russia,2000 Summer,2000,Summer,Shooting,1
4589,Abdoul Razak Issoufou Alfaga,M,21.0,Niger,2016 Summer,2016,Summer,Taekwondo,2
4600,Lidiya Nikolayevna Alfeyeva,F,30.0,Soviet Union,1976 Summer,1976,Summer,Athletics,1
4612,Alfonso Prez Muoz,M,19.0,Spain,1992 Summer,1992,Summer,Football,3
4623,"Stephen Todd ""Steve"" Alford",M,19.0,United States,1984 Summer,1984,Summer,Basketball,3
4627,Axel Alfredsson,M,22.0,Sweden,1924 Summer,1924,Summer,Football,1
4630,Hans Daniel Alfredsson,M,33.0,Sweden,2006 Winter,2006,Winter,Ice Hockey,3
4632,Hans Daniel Alfredsson,M,41.0,Sweden,2014 Winter,2014,Winter,Ice Hockey,2
4637,Max Ferdinand Alfthan,M,20.0,Heatherbell,1912 Summer,1912,Summer,Sailing,1
4642,"Zenny ""Algodo"" de Azevedo",M,23.0,Brazil,1948 Summer,1948,Summer,Basketball,1
4645,"Zenny ""Algodo"" de Azevedo",M,35.0,Brazil,1960 Summer,1960,Summer,Basketball,1
4646,Ulf Hkan Gran Algotsson,M,27.0,Sweden,1994 Winter,1994,Winter,Ice Hockey,3
4658,Sara Anneli Algotsson Ostholt,F,37.0,Sweden,2012 Summer,2012,Summer,Equestrianism,2
4725,Nasir Ali,M,25.0,Pakistan,1984 Summer,1984,Summer,Hockey,3
4727,Nia Sifaatihii Ali,F,27.0,United States,2016 Summer,2016,Summer,Athletics,2
4732,Shaukat Ali,M,30.0,India,1928 Summer,1928,Summer,Hockey,3
4736,Syed Mushtaq Ali,M,22.0,India,1964 Summer,1964,Summer,Hockey,3
4753,mile Ali Khan,M,17.0,France,1920 Summer,1920,Summer,Athletics,2
4765,Rahim Aliabadi,M,29.0,Iran,1972 Summer,1972,Summer,Wrestling,2
4767,Gaston Jules Louis Antoine Alibert,M,30.0,France,1908 Summer,1908,Summer,Fencing,3
4768,Gaston Jules Louis Antoine Alibert,M,30.0,France,1908 Summer,1908,Summer,Fencing,3
4784,Sergey Gennadyevich Alifirenko,M,41.0,Russia,2000 Summer,2000,Summer,Shooting,3
4785,Sergey Gennadyevich Alifirenko,M,45.0,Russia,2004 Summer,2004,Summer,Shooting,1
4788,Vladimir Aleksandrovich Alikin,M,22.0,Soviet Union,1980 Winter,1980,Winter,Biathlon,2
4790,Vladimir Aleksandrovich Alikin,M,22.0,Soviet Union,1980 Winter,1980,Winter,Biathlon,3
4793,Mirko Alilovi,M,26.0,Croatia,2012 Summer,2012,Summer,Handball,1
4805,Aline Pellegrino,F,22.0,Brazil,2004 Summer,2004,Summer,Football,2
4816,Aleksey Aleksandrovich Alipov,M,29.0,Russia,2004 Summer,2004,Summer,Shooting,3
4817,Aleksey Aleksandrovich Alipov,M,32.0,Russia,2008 Summer,2008,Summer,Shooting,1
4821,Georgios Aliprantis,M,,Greece,1906 Summer,1906,Summer,Gymnastics,3
4824,Alison Conte Cerutti,M,26.0,Brazil-1,2012 Summer,2012,Summer,Beach Volleyball,2
4825,Alison Conte Cerutti,M,30.0,Brazil-1,2016 Summer,2016,Summer,Beach Volleyball,3
4832,Deji Aliu,M,28.0,Nigeria,2004 Summer,2004,Summer,Athletics,1
4835,Margarita Sergeyevna Aliychuk,F,17.0,Russia,2008 Summer,2008,Summer,Rhythmic Gymnastics,3
4847,Kimia Alizadeh Zenoorin,F,18.0,Iran,2016 Summer,2016,Summer,Taekwondo,1
4877,Alphonse Allaert,M,44.0,Belgium,1920 Summer,1920,Summer,Archery,2
4878,Alphonse Allaert,M,44.0,Belgium,1920 Summer,1920,Summer,Archery,3
4879,Alphonse Allaert,M,44.0,Belgium,1920 Summer,1920,Summer,Archery,3
4880,Yuliya Yakunovna Allagulova,F,19.0,Unified Team,1992 Winter,1992,Winter,Short Track Speed Skating,1
4888,mile Allais,M,23.0,France,1936 Winter,1936,Winter,Alpine Skiing,1
4891,Mohamed Allalou,M,26.0,Algeria,2000 Summer,2000,Summer,Boxing,1
4910,Peter Frank Allam,M,25.0,Great Britain,1984 Summer,1984,Summer,Sailing,1
4912,Olivier Allamand,M,22.0,France,1992 Winter,1992,Winter,Freestyle Skiing,2
4916,Alister Millar Allan,M,40.0,Great Britain,1984 Summer,1984,Summer,Shooting,1
4918,Alister Millar Allan,M,44.0,Great Britain,1988 Summer,1988,Summer,Shooting,2
4962,Richard Louis Pierre Allemane,M,18.0,USFSA,1900 Summer,1900,Summer,Football,2
4965,"William Charles ""Bill"" Allen",M,24.0,United States,1972 Summer,1972,Summer,Sailing,3
4966,John Chad Allen,M,21.0,United States,1996 Summer,1996,Summer,Baseball,1
4994,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34.0,Austria,2004 Summer,2004,Summer,Triathlon,3
4996,"Kate Ruth ""Katie"" Allen",F,26.0,Australia,2000 Summer,2000,Summer,Hockey,3
5028,Nathon Allen,M,20.0,Jamaica,2016 Summer,2016,Summer,Athletics,2
5031,Walter Ray Allen,M,25.0,United States,2000 Summer,2000,Summer,Basketball,3
5032,Richard James Allen,M,25.0,India,1928 Summer,1928,Summer,Hockey,3
5033,Richard James Allen,M,30.0,India,1932 Summer,1932,Summer,Hockey,3
5034,Richard James Allen,M,34.0,India,1936 Summer,1936,Summer,Hockey,3
5041,"Scott Ethan ""Scotty"" Allen",M,14.0,United States,1964 Winter,1964,Winter,Figure Skating,1
5043,"Terence de la Mesa ""Terry"" Allen",M,32.0,United States,1920 Summer,1920,Summer,Polo,1
5048,Wyatt Allen,M,25.0,United States,2004 Summer,2004,Summer,Rowing,3
5049,Wyatt Allen,M,29.0,United States,2008 Summer,2008,Summer,Rowing,1
5050,"Sandra Louise ""Sandy"" Allen-Lewis",F,21.0,Australia,2000 Summer,2000,Summer,Softball,1
5051,"Sandra Louise ""Sandy"" Allen-Lewis",F,25.0,Australia,2004 Summer,2004,Summer,Softball,2
5052,"Sandra Louise ""Sandy"" Allen-Lewis",F,29.0,Australia,2008 Summer,2008,Summer,Softball,1
5055,"Katherine Fiona ""Kate"" Allenby",F,26.0,Great Britain,2000 Summer,2000,Summer,Modern Pentathlon,1
5059,Arthur Allers,M,44.0,Heira II,1920 Summer,1920,Summer,Sailing,3
5061,Ejler Arild Emil Allert,M,30.0,Nykjbings paa Falster,1912 Summer,1912,Summer,Rowing,3
5075,Ade Franci Alleyne-Forte,M,23.0,Trinidad and Tobago,2012 Summer,2012,Summer,Athletics,1
5077,Derek Swithin Allhusen,M,54.0,Great Britain,1968 Summer,1968,Summer,Equestrianism,2
5078,Derek Swithin Allhusen,M,54.0,Great Britain,1968 Summer,1968,Summer,Equestrianism,3
5116,"Ian Alistair ""Al"" Allison",M,27.0,Canada,1936 Summer,1936,Summer,Basketball,2
5126,"Edward Percival ""Percy"" Allman-Smith",M,21.0,Ireland-2,1908 Summer,1908,Summer,Hockey,2
5128,Antonio Allocchio,M,31.0,Italy,1920 Summer,1920,Summer,Fencing,3
5147,Lynne Marie Allsup (-Olson),F,15.0,United States,1964 Summer,1964,Summer,Swimming,3
5148,Carmela Allucci,F,34.0,Italy,2004 Summer,2004,Summer,Water Polo,3
5178,Knut Emil Willehard Alm,M,31.0,Sweden,1920 Summer,1920,Summer,Athletics,1
5233,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29.0,Sweden,2002 Winter,2002,Winter,Ice Hockey,1
5279,Aleksandr Davletovich Almetov,M,20.0,Soviet Union,1960 Winter,1960,Winter,Ice Hockey,1
5280,Aleksandr Davletovich Almetov,M,24.0,Soviet Union,1964 Winter,1964,Winter,Ice Hockey,3
5281,Matas Jess Almeyda,M,22.0,Argentina,1996 Summer,1996,Summer,Football,2
5282,"Gustav Adolf ""Gsta"" Almgren",M,29.0,Sweden,1936 Summer,1936,Summer,Fencing,2
5285,Almighty Voice,M,,Mohawk Indians-2,1904 Summer,1904,Summer,Lacrosse,1
5294,Erland Herman Lison Almkvist,M,39.0,Tornado,1952 Summer,1952,Summer,Sailing,2
5296,Erik Albin Almlf,M,20.0,Sweden,1912 Summer,1912,Summer,Athletics,1
5297,Erik Albin Almlf,M,28.0,Sweden,1920 Summer,1920,Summer,Athletics,1
